line: 0; - real tweet; 81.822115% confidence 
line: 3910; - fake tweet; 96.374476% confidence 
line: 3912; - fake tweet; 99.542737% confidence 
line: 3915; - real tweet; 99.983871% confidence 
line: 3918; - fake tweet; 53.206587% confidence 
line: 3920; - real tweet; 99.983871% confidence 
line: 3925; - fake tweet; 98.531657% confidence 
line: 3928; - fake tweet; 99.805379% confidence 
line: 3929; - fake tweet; 64.103222% confidence 
line: 3930; - real tweet; 99.983871% confidence 
line: 3931; - fake tweet; 55.394363% confidence 
line: 3934; - fake tweet; 96.557337% confidence 
line: 3939; - fake tweet; 99.963975% confidence 
line: 3941; - fake tweet; 91.358709% confidence 
line: 3942; - fake tweet; 90.645361% confidence 
line: 3943; - fake tweet; 99.563509% confidence 
line: 3946; - fake tweet; 72.684729% confidence 
line: 3963; - fake tweet; 90.645361% confidence 
line: 3965; - real tweet; 73.564696% confidence 
line: 3966; - fake tweet; 93.136913% confidence 
line: 3971; - fake tweet; 80.204195% confidence 
line: 3972; - fake tweet; 85.523236% confidence 
line: 3974; - fake tweet; 83.317089% confidence 
line: 3976; - real tweet; 96.044159% confidence 
line: 3978; - fake tweet; 67.525327% confidence 
line: 3981; - fake tweet; 90.645361% confidence 
line: 3985; - fake tweet; 99.171102% confidence 
line: 3986; - fake tweet; 90.645361% confidence 
line: 3987; - real tweet; 99.793720% confidence 
line: 3988; - real tweet; 99.984610% confidence 
line: 3991; - real tweet; 99.967015% confidence 
line: 3999; - real tweet; 66.988325% confidence 
line: 4001; - fake tweet; 98.450828% confidence 
line: 4002; - fake tweet; 92.286628% confidence 
line: 4004; - fake tweet; 90.645361% confidence 
line: 4007; - fake tweet; 70.551926% confidence 
line: 4009; - fake tweet; 54.205322% confidence 
line: 4013; - real tweet; 53.436261% confidence 
line: 4015; - fake tweet; 78.119838% confidence 
line: 4016; - fake tweet; 64.774245% confidence 
line: 4023; - fake tweet; 91.627276% confidence 
line: 4031; - real tweet; 62.769204% confidence 
line: 4035; - real tweet; 71.034193% confidence 
line: 4036; - fake tweet; 78.364122% confidence 
line: 4037; - fake tweet; 99.861348% confidence 
line: 4040; - real tweet; 99.965203% confidence 
line: 4048; - real tweet; 95.617682% confidence 
line: 4053; - real tweet; 72.251946% confidence 
line: 4056; - real tweet; 72.251946% confidence 
line: 4059; - fake tweet; 80.204195% confidence 
line: 4066; - real tweet; 99.002409% confidence 
line: 4067; - fake tweet; 88.508290% confidence 
line: 4069; - fake tweet; 93.039811% confidence 
line: 4070; - fake tweet; 88.264382% confidence 
line: 4071; - real tweet; 55.221528% confidence 
line: 4073; - real tweet; 99.978954% confidence 
line: 4074; - fake tweet; 65.607071% confidence 
line: 4075; - fake tweet; 68.904614% confidence 
line: 4082; - real tweet; 72.251946% confidence 
line: 4090; - fake tweet; 99.843115% confidence 
line: 4099; - real tweet; 99.895287% confidence 
line: 4102; - fake tweet; 71.804953% confidence 
line: 4106; - fake tweet; 71.686685% confidence 
line: 4109; - fake tweet; 80.204195% confidence 
line: 4110; - real tweet; 77.284163% confidence 
line: 4115; - real tweet; 77.266067% confidence 
line: 4118; - real tweet; 99.895287% confidence 
line: 4120; - fake tweet; 90.645361% confidence 
line: 4125; - real tweet; 87.254339% confidence 
line: 4126; - real tweet; 62.869364% confidence 
line: 4130; - real tweet; 96.924925% confidence 
line: 4134; - real tweet; 99.895287% confidence 
line: 4136; - fake tweet; 80.204195% confidence 
line: 4137; - fake tweet; 90.645361% confidence 
line: 4144; - fake tweet; 90.645361% confidence 
line: 4148; - fake tweet; 76.056063% confidence 
line: 4151; - fake tweet; 97.887647% confidence 
line: 4155; - fake tweet; 98.764789% confidence 
line: 4162; - fake tweet; 99.111801% confidence 
line: 4165; - fake tweet; 91.580200% confidence 
line: 4169; - fake tweet; 89.762843% confidence 
line: 4174; - fake tweet; 99.083823% confidence 
line: 4179; - fake tweet; 95.811051% confidence 
line: 4185; - fake tweet; 99.787021% confidence 
line: 4186; - fake tweet; 99.496019% confidence 
line: 4187; - fake tweet; 96.703178% confidence 
line: 4188; - real tweet; 53.662258% confidence 
line: 4190; - fake tweet; 96.250904% confidence 
line: 4192; - fake tweet; 90.645361% confidence 
line: 4193; - fake tweet; 90.645361% confidence 
line: 4194; - fake tweet; 95.483714% confidence 
line: 4195; - fake tweet; 97.904849% confidence 
line: 4196; - fake tweet; 98.162878% confidence 
line: 4207; - real tweet; 99.986732% confidence 
line: 4208; - real tweet; 99.983060% confidence 
line: 4215; - real tweet; 99.986732% confidence 
line: 4217; - real tweet; 99.956602% confidence 
line: 4222; - fake tweet; 98.958158% confidence 
line: 4223; - real tweet; 99.966931% confidence 
line: 4226; - fake tweet; 98.107362% confidence 
line: 4228; - real tweet; 88.571721% confidence 
line: 4229; - fake tweet; 79.140979% confidence 
line: 4231; - real tweet; 99.987364% confidence 
line: 4234; - fake tweet; 79.819000% confidence 
line: 4236; - fake tweet; 62.007302% confidence 
line: 4249; - fake tweet; 93.804342% confidence 
line: 4254; - real tweet; 96.446919% confidence 
line: 4258; - fake tweet; 90.645361% confidence 
line: 4259; - fake tweet; 89.984947% confidence 
line: 4263; - real tweet; 61.375940% confidence 
line: 4267; - fake tweet; 90.818685% confidence 
line: 4277; - fake tweet; 79.967469% confidence 
line: 4278; - fake tweet; 99.668449% confidence 
line: 4280; - fake tweet; 99.668449% confidence 
line: 4283; - fake tweet; 81.323677% confidence 
line: 4285; - real tweet; 97.449940% confidence 
line: 4286; - real tweet; 97.449940% confidence 
line: 4287; - fake tweet; 99.668449% confidence 
line: 4290; - fake tweet; 94.568127% confidence 
line: 4291; - fake tweet; 80.204195% confidence 
line: 4294; - fake tweet; 52.475303% confidence 
line: 4302; - fake tweet; 68.756324% confidence 
line: 4308; - real tweet; 99.590600% confidence 
line: 4310; - fake tweet; 99.395823% confidence 
line: 4311; - real tweet; 95.811868% confidence 
line: 4315; - real tweet; 98.547989% confidence 
line: 4316; - fake tweet; 98.312497% confidence 
line: 4319; - fake tweet; 80.204195% confidence 
line: 4331; - real tweet; 75.725508% confidence 
line: 4338; - real tweet; 90.065056% confidence 
line: 4339; - real tweet; 96.481031% confidence 
line: 4340; - real tweet; 94.940925% confidence 
line: 4344; - fake tweet; 91.623431% confidence 
line: 4346; - real tweet; 97.962290% confidence 
line: 4347; - real tweet; 97.211623% confidence 
line: 4360; - fake tweet; 85.523236% confidence 
line: 4364; - fake tweet; 93.249226% confidence 
line: 4367; - fake tweet; 73.952979% confidence 
line: 4369; - fake tweet; 87.007934% confidence 
line: 4370; - real tweet; 86.851954% confidence 
line: 4371; - fake tweet; 90.645361% confidence 
line: 4380; - real tweet; 93.510371% confidence 
line: 4386; - fake tweet; 85.523236% confidence 
line: 4389; - fake tweet; 85.523236% confidence 
line: 4390; - fake tweet; 85.523236% confidence 
line: 4394; - fake tweet; 58.477360% confidence 
line: 4399; - fake tweet; 99.165392% confidence 
line: 4400; - fake tweet; 86.546403% confidence 
line: 4404; - fake tweet; 99.926788% confidence 
line: 4409; - fake tweet; 99.812955% confidence 
line: 4414; - fake tweet; 99.578470% confidence 
line: 4417; - fake tweet; 90.955883% confidence 
line: 4418; - fake tweet; 99.954361% confidence 
line: 4419; - fake tweet; 99.860710% confidence 
line: 4420; - fake tweet; 72.925234% confidence 
line: 4422; - fake tweet; 99.712437% confidence 
line: 4429; - fake tweet; 97.602195% confidence 
line: 4431; - fake tweet; 99.924219% confidence 
line: 4433; - fake tweet; 99.192810% confidence 
line: 4434; - fake tweet; 90.645361% confidence 
line: 4439; - fake tweet; 90.645361% confidence 
line: 4443; - fake tweet; 99.830425% confidence 
line: 4446; - fake tweet; 99.915648% confidence 
line: 4447; - fake tweet; 99.578470% confidence 
line: 4453; - fake tweet; 63.255876% confidence 
line: 4460; - fake tweet; 95.975435% confidence 
line: 4461; - real tweet; 94.657362% confidence 
line: 4462; - fake tweet; 69.644588% confidence 
line: 4467; - fake tweet; 97.717422% confidence 
line: 4469; - real tweet; 96.284962% confidence 
line: 4473; - real tweet; 61.716944% confidence 
line: 4474; - fake tweet; 67.579043% confidence 
line: 4475; - fake tweet; 98.201746% confidence 
line: 4477; - fake tweet; 84.028417% confidence 
line: 4481; - fake tweet; 99.649954% confidence 
line: 4483; - fake tweet; 99.233425% confidence 
line: 4484; - fake tweet; 91.715622% confidence 
line: 4485; - fake tweet; 72.898263% confidence 
line: 4495; - real tweet; 58.133847% confidence 
line: 4497; - fake tweet; 99.622703% confidence 
line: 4500; - fake tweet; 50.470918% confidence 
line: 4501; - fake tweet; 94.481182% confidence 
line: 4502; - fake tweet; 99.635398% confidence 
line: 4505; - fake tweet; 92.190284% confidence 
line: 4506; - fake tweet; 51.741898% confidence 
line: 4510; - fake tweet; 99.635398% confidence 
line: 4512; - real tweet; 79.245216% confidence 
line: 4513; - fake tweet; 80.204195% confidence 
line: 4532; - real tweet; 57.325369% confidence 
line: 4535; - fake tweet; 93.629628% confidence 
line: 4536; - fake tweet; 79.739606% confidence 
line: 4540; - fake tweet; 93.515462% confidence 
line: 4545; - fake tweet; 90.645361% confidence 
line: 4552; - fake tweet; 71.715647% confidence 
line: 4554; - real tweet; 96.868551% confidence 
line: 4555; - fake tweet; 99.716198% confidence 
line: 4558; - fake tweet; 71.715647% confidence 
line: 4559; - fake tweet; 83.546430% confidence 
line: 4560; - fake tweet; 88.742089% confidence 
line: 4566; - fake tweet; 71.804953% confidence 
line: 4570; - fake tweet; 80.206573% confidence 
line: 4572; - fake tweet; 99.543989% confidence 
line: 4574; - fake tweet; 93.804342% confidence 
line: 4581; - real tweet; 96.868551% confidence 
line: 4583; - real tweet; 96.868551% confidence 
line: 4586; - real tweet; 96.868551% confidence 
line: 4591; - fake tweet; 90.645361% confidence 
line: 4594; - fake tweet; 94.097334% confidence 
line: 4603; - fake tweet; 69.896203% confidence 
line: 4605; - fake tweet; 90.645361% confidence 
line: 4612; - fake tweet; 87.007934% confidence 
line: 4613; - fake tweet; 69.896203% confidence 
line: 4615; - fake tweet; 61.510360% confidence 
line: 4618; - fake tweet; 64.227700% confidence 
line: 4621; - fake tweet; 92.387110% confidence 
line: 4623; - fake tweet; 52.549064% confidence 
line: 4626; - fake tweet; 93.682623% confidence 
line: 4629; - fake tweet; 98.453045% confidence 
line: 4633; - fake tweet; 86.648774% confidence 
line: 4636; - fake tweet; 90.645361% confidence 
line: 4638; - fake tweet; 91.340506% confidence 
line: 4640; - fake tweet; 90.645361% confidence 
line: 4643; - fake tweet; 80.204195% confidence 
line: 4645; - fake tweet; 70.968992% confidence 
line: 4647; - fake tweet; 90.645361% confidence 
line: 4648; - fake tweet; 98.368394% confidence 
line: 4651; - fake tweet; 73.067629% confidence 
line: 4652; - fake tweet; 97.078013% confidence 
line: 4653; - fake tweet; 81.951451% confidence 
line: 4654; - real tweet; 98.434228% confidence 
line: 4660; - fake tweet; 81.461120% confidence 
line: 4662; - fake tweet; 90.692222% confidence 
line: 4663; - fake tweet; 95.522964% confidence 
line: 4665; - fake tweet; 77.688020% confidence 
line: 4668; - fake tweet; 99.662101% confidence 
line: 4676; - fake tweet; 79.122937% confidence 
line: 4683; - real tweet; 99.501204% confidence 
line: 4685; - fake tweet; 73.952979% confidence 
line: 4686; - fake tweet; 92.900205% confidence 
line: 4701; - fake tweet; 98.394805% confidence 
line: 4718; - real tweet; 55.246872% confidence 
line: 4721; - fake tweet; 58.537054% confidence 
line: 4727; - fake tweet; 55.989182% confidence 
line: 4728; - real tweet; 99.900585% confidence 
line: 4733; - real tweet; 78.337204% confidence 
line: 4741; - fake tweet; 84.680158% confidence 
line: 4743; - real tweet; 63.368702% confidence 
line: 4746; - fake tweet; 90.645361% confidence 
line: 4751; - real tweet; 86.769861% confidence 
line: 4756; - real tweet; 96.040899% confidence 
line: 4761; - fake tweet; 85.523236% confidence 
line: 4763; - real tweet; 99.649411% confidence 
line: 4764; - fake tweet; 90.645361% confidence 
line: 4767; - real tweet; 99.258536% confidence 
line: 4772; - real tweet; 99.085337% confidence 
line: 4776; - fake tweet; 97.602195% confidence 
line: 4780; - real tweet; 99.948239% confidence 
line: 4781; - fake tweet; 97.602195% confidence 
line: 4792; - real tweet; 99.137259% confidence 
line: 4796; - real tweet; 99.894005% confidence 
line: 4801; - fake tweet; 90.645361% confidence 
line: 4804; - real tweet; 82.209879% confidence 
line: 4805; - real tweet; 99.166262% confidence 
line: 4806; - real tweet; 99.953449% confidence 
line: 4811; - fake tweet; 90.133297% confidence 
line: 4815; - fake tweet; 59.269577% confidence 
line: 4816; - fake tweet; 83.146459% confidence 
line: 4817; - real tweet; 92.199069% confidence 
line: 4818; - fake tweet; 71.715647% confidence 
line: 4822; - fake tweet; 87.432134% confidence 
line: 4824; - fake tweet; 90.645361% confidence 
line: 4827; - fake tweet; 73.067629% confidence 
line: 4837; - fake tweet; 83.098698% confidence 
line: 4838; - fake tweet; 90.645361% confidence 
line: 4839; - real tweet; 99.765319% confidence 
line: 4841; - real tweet; 59.693933% confidence 
line: 4851; - real tweet; 99.871969% confidence 
line: 4855; - real tweet; 99.589974% confidence 
line: 4861; - fake tweet; 90.645361% confidence 
line: 4862; - fake tweet; 96.419483% confidence 
line: 4863; - fake tweet; 99.643385% confidence 
line: 4865; - fake tweet; 98.619878% confidence 
line: 4871; - fake tweet; 90.004092% confidence 
line: 4873; - fake tweet; 97.823298% confidence 
line: 4880; - fake tweet; 89.636004% confidence 
line: 4885; - fake tweet; 98.690122% confidence 
line: 4886; - fake tweet; 98.582745% confidence 
line: 4902; - fake tweet; 98.969215% confidence 
line: 4904; - fake tweet; 97.370923% confidence 
line: 4907; - fake tweet; 97.847432% confidence 
line: 4916; - fake tweet; 71.686685% confidence 
line: 4921; - fake tweet; 90.645361% confidence 
line: 4925; - fake tweet; 65.866971% confidence 
line: 4927; - fake tweet; 97.530103% confidence 
line: 4928; - fake tweet; 90.645361% confidence 
line: 4930; - fake tweet; 99.872798% confidence 
line: 4932; - fake tweet; 98.516166% confidence 
line: 4933; - fake tweet; 63.435328% confidence 
line: 4937; - real tweet; 97.377723% confidence 
line: 4939; - real tweet; 99.854362% confidence 
line: 4941; - fake tweet; 93.452263% confidence 
line: 4942; - fake tweet; 96.007913% confidence 
line: 4947; - fake tweet; 88.421613% confidence 
line: 4949; - fake tweet; 99.872798% confidence 
line: 4950; - real tweet; 73.597038% confidence 
line: 4956; - fake tweet; 99.528414% confidence 
line: 4960; - fake tweet; 63.888586% confidence 
line: 4963; - fake tweet; 95.710236% confidence 
line: 4965; - real tweet; 92.854375% confidence 
line: 4976; - fake tweet; 99.915135% confidence 
line: 4977; - fake tweet; 99.915135% confidence 
line: 4987; - real tweet; 52.938855% confidence 
line: 4991; - real tweet; 78.108191% confidence 
line: 4994; - fake tweet; 90.623480% confidence 
line: 4999; - fake tweet; 90.645361% confidence 
line: 5003; - fake tweet; 85.523236% confidence 
line: 5006; - fake tweet; 97.548580% confidence 
line: 5009; - fake tweet; 83.232111% confidence 
line: 5011; - fake tweet; 61.713016% confidence 
line: 5012; - real tweet; 99.549663% confidence 
line: 5014; - fake tweet; 95.422500% confidence 
line: 5020; - fake tweet; 99.139214% confidence 
line: 5021; - fake tweet; 90.645361% confidence 
line: 5023; - real tweet; 82.249552% confidence 
line: 5026; - fake tweet; 99.072903% confidence 
line: 5030; - fake tweet; 95.577687% confidence 
line: 5031; - real tweet; 91.732222% confidence 
line: 5036; - fake tweet; 66.193527% confidence 
line: 5042; - fake tweet; 58.712238% confidence 
line: 5045; - real tweet; 87.001222% confidence 
line: 5048; - real tweet; 87.001222% confidence 
line: 5051; - fake tweet; 77.155083% confidence 
line: 5053; - fake tweet; 96.012670% confidence 
line: 5054; - fake tweet; 93.804342% confidence 
line: 5057; - fake tweet; 99.726486% confidence 
line: 5058; - fake tweet; 94.568127% confidence 
line: 5066; - real tweet; 99.972624% confidence 
line: 5070; - real tweet; 99.977428% confidence 
line: 5077; - fake tweet; 95.863748% confidence 
line: 5081; - fake tweet; 60.896087% confidence 
line: 5084; - fake tweet; 75.035787% confidence 
line: 5086; - real tweet; 53.662258% confidence 
line: 5090; - fake tweet; 90.645361% confidence 
line: 5091; - real tweet; 58.451641% confidence 
line: 5093; - fake tweet; 97.447079% confidence 
line: 5100; - fake tweet; 90.645361% confidence 
line: 5108; - real tweet; 99.974996% confidence 
line: 5111; - real tweet; 97.796416% confidence 
line: 5112; - fake tweet; 75.542849% confidence 
line: 5118; - fake tweet; 82.166839% confidence 
line: 5121; - real tweet; 99.570316% confidence 
line: 5123; - real tweet; 99.570316% confidence 
line: 5129; - fake tweet; 69.796109% confidence 
line: 5133; - fake tweet; 90.645361% confidence 
line: 5143; - fake tweet; 96.230310% confidence 
line: 5147; - fake tweet; 95.493573% confidence 
line: 5151; - real tweet; 95.543462% confidence 
line: 5156; - fake tweet; 93.804342% confidence 
line: 5158; - real tweet; 99.570316% confidence 
line: 5161; - fake tweet; 88.169116% confidence 
line: 5163; - real tweet; 85.833573% confidence 
line: 5167; - fake tweet; 90.645361% confidence 
line: 5173; - real tweet; 97.252810% confidence 
line: 5205; - fake tweet; 72.691596% confidence 
line: 5214; - fake tweet; 96.845454% confidence 
line: 5215; - fake tweet; 90.645361% confidence 
line: 5216; - fake tweet; 99.823171% confidence 
line: 5217; - fake tweet; 97.733533% confidence 
line: 5225; - fake tweet; 98.051101% confidence 
line: 5237; - fake tweet; 98.164153% confidence 
line: 5239; - fake tweet; 98.009288% confidence 
line: 5240; - fake tweet; 80.204195% confidence 
line: 5241; - fake tweet; 98.051101% confidence 
line: 5246; - fake tweet; 81.275356% confidence 
line: 5250; - fake tweet; 97.814333% confidence 
line: 5253; - fake tweet; 98.051101% confidence 
line: 5258; - fake tweet; 98.480773% confidence 
line: 5261; - fake tweet; 97.366333% confidence 
line: 5268; - real tweet; 73.865044% confidence 
line: 5275; - fake tweet; 97.828841% confidence 
line: 5277; - real tweet; 90.357512% confidence 
line: 5279; - real tweet; 57.694709% confidence 
line: 5288; - fake tweet; 97.955692% confidence 
line: 2669; - fake tweet; 87.136328% confidence 
line: 5289; - fake tweet; 99.104625% confidence 
line: 5294; - fake tweet; 90.645361% confidence 
line: 5303; - fake tweet; 90.645361% confidence 
line: 5307; - fake tweet; 78.486633% confidence 
line: 5311; - fake tweet; 60.114282% confidence 
line: 5312; - fake tweet; 88.374811% confidence 
line: 5314; - fake tweet; 60.362041% confidence 
line: 5318; - fake tweet; 77.082545% confidence 
line: 5327; - fake tweet; 99.282587% confidence 
line: 5329; - real tweet; 63.548833% confidence 
line: 5333; - real tweet; 79.215157% confidence 
line: 5334; - fake tweet; 91.032314% confidence 
line: 5340; - real tweet; 50.388622% confidence 
line: 5348; - fake tweet; 86.165583% confidence 
line: 5358; - fake tweet; 89.864594% confidence 
line: 5360; - fake tweet; 57.024837% confidence 
line: 5361; - fake tweet; 91.466004% confidence 
line: 5363; - fake tweet; 81.680834% confidence 
line: 5364; - fake tweet; 75.542849% confidence 
line: 5369; - real tweet; 99.562860% confidence 
line: 5370; - fake tweet; 90.645361% confidence 
line: 5374; - fake tweet; 81.680834% confidence 
line: 5376; - fake tweet; 73.952979% confidence 
line: 5388; - real tweet; 53.662258% confidence 
line: 5390; - fake tweet; 69.644588% confidence 
line: 5393; - real tweet; 53.788149% confidence 
line: 5394; - fake tweet; 80.689502% confidence 
line: 5395; - fake tweet; 80.204195% confidence 
line: 5398; - real tweet; 90.106779% confidence 
line: 5399; - real tweet; 99.825257% confidence 
line: 5401; - fake tweet; 78.473747% confidence 
line: 5402; - real tweet; 94.857860% confidence 
line: 5405; - fake tweet; 90.645361% confidence 
line: 5414; - real tweet; 64.458442% confidence 
line: 5415; - fake tweet; 90.645361% confidence 
line: 5419; - fake tweet; 75.542849% confidence 
line: 5421; - fake tweet; 91.785330% confidence 
line: 5422; - fake tweet; 67.441261% confidence 
line: 5424; - fake tweet; 88.192976% confidence 
line: 5427; - real tweet; 73.934036% confidence 
line: 5429; - fake tweet; 62.665027% confidence 
line: 5431; - real tweet; 89.255768% confidence 
line: 5433; - fake tweet; 90.645361% confidence 
line: 5434; - fake tweet; 88.915592% confidence 
line: 5435; - real tweet; 74.828547% confidence 
line: 5436; - fake tweet; 96.273392% confidence 
line: 5438; - real tweet; 92.816401% confidence 
line: 5440; - fake tweet; 64.794695% confidence 
line: 5441; - fake tweet; 60.339630% confidence 
line: 5447; - fake tweet; 56.429648% confidence 
line: 5451; - fake tweet; 85.523236% confidence 
line: 5453; - fake tweet; 54.654938% confidence 
line: 5456; - fake tweet; 93.610698% confidence 
line: 5457; - fake tweet; 90.645361% confidence 
line: 5463; - fake tweet; 82.235569% confidence 
line: 5464; - fake tweet; 79.222220% confidence 
line: 5470; - real tweet; 63.451487% confidence 
line: 5472; - fake tweet; 95.502466% confidence 
line: 5474; - fake tweet; 88.865733% confidence 
line: 5478; - fake tweet; 99.561441% confidence 
line: 5483; - fake tweet; 91.527951% confidence 
line: 5490; - fake tweet; 97.511756% confidence 
line: 5500; - fake tweet; 76.046795% confidence 
line: 5504; - real tweet; 51.644689% confidence 
line: 5508; - fake tweet; 72.467679% confidence 
line: 5511; - fake tweet; 99.882632% confidence 
line: 5512; - fake tweet; 99.447399% confidence 
line: 5513; - fake tweet; 98.082775% confidence 
line: 5516; - fake tweet; 89.301908% confidence 
line: 5523; - fake tweet; 99.198228% confidence 
line: 5527; - fake tweet; 99.823332% confidence 
line: 5530; - fake tweet; 94.898707% confidence 
line: 5533; - real tweet; 60.154206% confidence 
line: 5536; - fake tweet; 93.039811% confidence 
line: 5537; - fake tweet; 99.900877% confidence 
line: 5542; - fake tweet; 98.121840% confidence 
line: 5543; - fake tweet; 98.143703% confidence 
line: 5546; - fake tweet; 99.914598% confidence 
line: 5549; - fake tweet; 99.467105% confidence 
line: 5550; - fake tweet; 90.645361% confidence 
line: 5551; - fake tweet; 98.887444% confidence 
line: 5562; - fake tweet; 93.242466% confidence 
line: 5566; - fake tweet; 74.876225% confidence 
line: 5568; - real tweet; 89.785737% confidence 
line: 5571; - real tweet; 99.823856% confidence 
line: 5572; - real tweet; 99.916840% confidence 
line: 5574; - fake tweet; 91.484392% confidence 
line: 5583; - fake tweet; 98.896652% confidence 
line: 5585; - fake tweet; 91.484392% confidence 
line: 5591; - real tweet; 52.731538% confidence 
line: 5596; - fake tweet; 91.484392% confidence 
line: 5597; - fake tweet; 98.896652% confidence 
line: 5601; - real tweet; 99.589205% confidence 
line: 5606; - fake tweet; 75.542849% confidence 
line: 5607; - fake tweet; 98.896652% confidence 
line: 5610; - fake tweet; 93.242466% confidence 
line: 5615; - fake tweet; 70.968992% confidence 
line: 5616; - fake tweet; 71.804953% confidence 
line: 5623; - real tweet; 70.080745% confidence 
line: 5630; - fake tweet; 56.861943% confidence 
line: 5636; - real tweet; 70.775336% confidence 
line: 5637; - real tweet; 84.788227% confidence 
line: 5639; - fake tweet; 60.339630% confidence 
line: 5640; - fake tweet; 72.163683% confidence 
line: 5643; - real tweet; 98.465204% confidence 
line: 5648; - fake tweet; 85.523236% confidence 
line: 5649; - fake tweet; 98.764789% confidence 
line: 5660; - fake tweet; 97.865081% confidence 
line: 5666; - real tweet; 74.709010% confidence 
line: 5667; - real tweet; 99.981719% confidence 
line: 5678; - fake tweet; 73.319274% confidence 
line: 5679; - fake tweet; 89.144236% confidence 
line: 5681; - fake tweet; 60.246700% confidence 
line: 5682; - real tweet; 87.130731% confidence 
line: 5691; - fake tweet; 69.114900% confidence 
line: 5696; - fake tweet; 90.645361% confidence 
line: 5697; - fake tweet; 63.270193% confidence 
line: 5700; - fake tweet; 78.508264% confidence 
line: 5701; - fake tweet; 90.645361% confidence 
line: 5702; - fake tweet; 88.742089% confidence 
line: 5708; - real tweet; 91.652793% confidence 
line: 5709; - real tweet; 99.862301% confidence 
line: 5718; - fake tweet; 85.523236% confidence 
line: 5723; - real tweet; 81.056583% confidence 
line: 5725; - real tweet; 99.918860% confidence 
line: 5728; - real tweet; 99.836856% confidence 
line: 5731; - fake tweet; 92.979079% confidence 
line: 5735; - real tweet; 92.028159% confidence 
line: 5737; - real tweet; 97.535002% confidence 
line: 5738; - real tweet; 98.551440% confidence 
line: 5742; - real tweet; 99.498850% confidence 
line: 5747; - real tweet; 98.643976% confidence 
line: 5749; - fake tweet; 71.715647% confidence 
line: 5750; - fake tweet; 56.840837% confidence 
line: 5755; - real tweet; 99.439740% confidence 
line: 5756; - real tweet; 99.653435% confidence 
line: 5761; - fake tweet; 95.863748% confidence 
line: 5762; - fake tweet; 88.742089% confidence 
line: 5767; - real tweet; 99.376053% confidence 
line: 5768; - real tweet; 73.597038% confidence 
line: 5770; - fake tweet; 55.635804% confidence 
line: 5773; - fake tweet; 90.645361% confidence 
line: 5774; - fake tweet; 92.651343% confidence 
line: 5779; - real tweet; 86.009532% confidence 
line: 5782; - real tweet; 99.945515% confidence 
line: 5785; - fake tweet; 94.325751% confidence 
line: 5786; - real tweet; 99.942410% confidence 
line: 5787; - real tweet; 99.970585% confidence 
line: 5788; - real tweet; 99.902630% confidence 
line: 5796; - fake tweet; 94.694948% confidence 
line: 5802; - fake tweet; 97.007692% confidence 
line: 5806; - real tweet; 99.942601% confidence 
line: 5809; - fake tweet; 86.972451% confidence 
line: 5810; - fake tweet; 91.253066% confidence 
line: 5811; - real tweet; 98.601544% confidence 
line: 5813; - real tweet; 94.214952% confidence 
line: 5820; - fake tweet; 86.036581% confidence 
line: 5823; - fake tweet; 98.794925% confidence 
line: 5830; - real tweet; 99.751627% confidence 
line: 5831; - fake tweet; 98.383558% confidence 
line: 5838; - real tweet; 98.063856% confidence 
line: 5839; - real tweet; 92.676306% confidence 
line: 5844; - real tweet; 91.962028% confidence 
line: 5846; - fake tweet; 92.680943% confidence 
line: 5851; - real tweet; 89.560491% confidence 
line: 5852; - real tweet; 99.228048% confidence 
line: 5857; - fake tweet; 92.680943% confidence 
line: 5859; - real tweet; 53.172392% confidence 
line: 5860; - real tweet; 99.919313% confidence 
line: 5862; - fake tweet; 90.645361% confidence 
line: 5865; - real tweet; 97.655916% confidence 
line: 5866; - fake tweet; 90.645361% confidence 
line: 5871; - real tweet; 99.819738% confidence 
line: 5872; - real tweet; 67.408419% confidence 
line: 5877; - real tweet; 99.819738% confidence 
line: 5878; - real tweet; 99.944729% confidence 
line: 5879; - real tweet; 99.984229% confidence 
line: 5880; - fake tweet; 88.753235% confidence 
line: 5895; - fake tweet; 99.851018% confidence 
line: 5897; - fake tweet; 97.638285% confidence 
line: 5910; - fake tweet; 89.162439% confidence 
line: 5914; - real tweet; 78.952491% confidence 
line: 5915; - fake tweet; 98.404789% confidence 
line: 5917; - fake tweet; 99.080884% confidence 
line: 5924; - fake tweet; 97.602195% confidence 
line: 5926; - real tweet; 78.952491% confidence 
line: 5931; - fake tweet; 90.645361% confidence 
line: 5936; - fake tweet; 90.645361% confidence 
line: 5940; - fake tweet; 99.636239% confidence 
line: 5941; - fake tweet; 88.554496% confidence 
line: 5945; - fake tweet; 90.645361% confidence 
line: 5946; - fake tweet; 95.652932% confidence 
line: 5948; - real tweet; 67.398804% confidence 
line: 5951; - fake tweet; 92.630982% confidence 
line: 5967; - fake tweet; 93.831432% confidence 
line: 5968; - fake tweet; 95.556587% confidence 
line: 5969; - fake tweet; 99.357754% confidence 
line: 5970; - fake tweet; 75.641870% confidence 
line: 5971; - fake tweet; 80.204195% confidence 
line: 5973; - fake tweet; 97.230250% confidence 
line: 5976; - fake tweet; 90.097880% confidence 
line: 5977; - fake tweet; 97.602195% confidence 
line: 5984; - fake tweet; 91.360778% confidence 
line: 5986; - real tweet; 81.238830% confidence 
line: 5993; - real tweet; 84.542161% confidence 
line: 5994; - real tweet; 93.986320% confidence 
